|6.6.6
primRef_quadrant5_1.tab                                                                             
           2
T(K)    
   2766.6999999999998     
   31.623076923076926     
          40
P(bar)  
   466667.00000000000     
   11965.820512820514     
          40
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
  3841.88        490599.       0.120035E+011   4657.59       0.384673E+007  0.156472E+007
  3873.51        490599.       0.121884E+011   4654.20       0.384046E+007  0.155735E+007
  3905.13        490599.       0.123733E+011   4650.80       0.383428E+007  0.154996E+007
  3936.75        490599.       0.125581E+011   4647.40       0.382790E+007  0.154256E+007
  3968.38        490599.       0.127429E+011   4643.99       0.382162E+007  0.153514E+007
  4000.00        490599.       0.129276E+011   4640.57       0.381534E+007  0.152770E+007
  2766.70        502564.       0.683838E+010   4785.24       0.410546E+007  0.182222E+007
  2798.32        502564.       0.702398E+010   4782.11       0.409973E+007  0.181524E+007
  2829.95        502564.       0.720956E+010   4778.97       0.409398E+007  0.180824E+007
  2861.57        502564.       0.739512E+010   4775.82       0.408822E+007  0.180123E+007
  2893.19        502564.       0.758066E+010   4772.67       0.408245E+007  0.179422E+007
  2924.82        502564.       0.776618E+010   4769.51       0.407667E+007  0.178719E+007
  2956.44        502564.       0.795169E+010   4766.34       0.407083E+007  0.178015E+007
  2988.06        502564.       0.813755E+010   4763.11       0.406472E+007  0.177326E+007
  3019.68        502564.       0.832354E+010   4759.84       0.405835E+007  0.176643E+007
  3051.31        502564.       0.850947E+010   4756.57       0.405200E+007  0.175958E+007
  3082.93        502564.       0.869533E+010   4753.29       0.404565E+007  0.175271E+007
  3114.55        502564.       0.888113E+010   4750.02       0.403931E+007  0.174582E+007
  3146.18        502564.       0.906686E+010   4746.75       0.403297E+007  0.173891E+007
  3177.80        502564.       0.925254E+010   4743.47       0.402665E+007  0.173198E+007
  3209.42        502564.       0.943815E+010   4740.19       0.402033E+007  0.172503E+007
  3241.05        502564.       0.962370E+010   4736.91       0.401401E+007  0.171806E+007
  3272.67        502564.       0.980919E+010   4733.63       0.400770E+007  0.171108E+007
  3304.29        502564.       0.999462E+010   4730.35       0.400140E+007  0.170408E+007
  3335.92        502564.       0.101800E+011   4727.06       0.399510E+007  0.169705E+007
  3367.54        502564.       0.103653E+011   4723.77       0.398880E+007  0.169002E+007
  3399.16        502564.       0.105506E+011   4720.48       0.398252E+007  0.168296E+007
  3430.78        502564.       0.107358E+011   4717.18       0.397609E+007  0.167588E+007
  3462.41        502564.       0.109210E+011   4713.88       0.396995E+007  0.166879E+007
  3494.03        502564.       0.111061E+011   4710.58       0.396367E+007  0.166168E+007
  3525.65        502564.       0.112911E+011   4707.27       0.395740E+007  0.165455E+007
  3557.28        502564.       0.114761E+011   4703.96       0.395113E+007  0.164741E+007
  3588.90        502564.       0.116611E+011   4700.64       0.394486E+007  0.164024E+007
  3620.52        502564.       0.118460E+011   4697.32       0.393859E+007  0.163306E+007
  3652.15        502564.       0.120308E+011   4693.99       0.393231E+007  0.162587E+007
  3683.77        502564.       0.122157E+011   4690.66       0.392606E+007  0.161866E+007
  3715.39        502564.       0.124004E+011   4687.33       0.391980E+007  0.161143E+007
  3747.02        502564.       0.125851E+011   4683.99       0.391353E+007  0.160418E+007
  3778.64        502564.       0.127698E+011   4680.64       0.390744E+007  0.159692E+007
  3810.26        502564.       0.129544E+011   4677.29       0.390101E+007  0.158963E+007
  3841.88        502564.       0.131390E+011   4673.94       0.389475E+007  0.158234E+007
  3873.51        502564.       0.133236E+011   4670.58       0.388850E+007  0.157502E+007
  3905.13        502564.       0.135081E+011   4667.21       0.388223E+007  0.156769E+007
  3936.75        502564.       0.136925E+011   4663.84       0.387597E+007  0.156035E+007
  3968.38        502564.       0.138769E+011   4660.46       0.386961E+007  0.155298E+007
  4000.00        502564.       0.140613E+011   4657.08       0.386345E+007  0.154560E+007
  2766.70        514530.       0.799006E+010   4800.25       0.415134E+007  0.183850E+007
  2798.32        514530.       0.817534E+010   4797.15       0.414543E+007  0.183155E+007
  2829.95        514530.       0.836060E+010   4794.03       0.413970E+007  0.182459E+007
  2861.57        514530.       0.854584E+010   4790.91       0.413397E+007  0.181762E+007
  2893.19        514530.       0.873106E+010   4787.79       0.412823E+007  0.181064E+007
  2924.82        514530.       0.891626E+010   4784.65       0.412248E+007  0.180365E+007
  2956.44        514530.       0.910144E+010   4781.52       0.411673E+007  0.179665E+007
  2988.06        514530.       0.928659E+010   4778.37       0.411097E+007  0.178964E+007
  3019.68        514530.       0.947173E+010   4775.22       0.410520E+007  0.178262E+007
  3051.31        514530.       0.965683E+010   4772.07       0.409942E+007  0.177558E+007
  3082.93        514530.       0.984228E+010   4768.85       0.409327E+007  0.176869E+007
  3114.55        514530.       0.100278E+011   4765.59       0.408693E+007  0.176187E+007
  3146.18        514530.       0.102133E+011   4762.34       0.408059E+007  0.175502E+007
  3177.80        514530.       0.103988E+011   4759.09       0.407417E+007  0.174816E+007
  3209.42        514530.       0.105841E+011   4755.83       0.406795E+007  0.174127E+007
  3241.05        514530.       0.107694E+011   4752.58       0.406164E+007  0.173437E+007
  3272.67        514530.       0.109547E+011   4749.32       0.405534E+007  0.172745E+007
  3304.29        514530.       0.111398E+011   4746.06       0.404904E+007  0.172050E+007
  3335.92        514530.       0.113250E+011   4742.79       0.404275E+007  0.171354E+007
  3367.54        514530.       0.115100E+011   4739.53       0.403646E+007  0.170656E+007
  3399.16        514530.       0.116950E+011   4736.26       0.403018E+007  0.169957E+007
  3430.78        514530.       0.118799E+011   4732.99       0.402390E+007  0.169255E+007
  3462.41        514530.       0.120648E+011   4729.71       0.401762E+007  0.168552E+007
  3494.03        514530.       0.122496E+011   4726.43       0.401136E+007  0.167847E+007
  3525.65        514530.       0.124344E+011   4723.15       0.400509E+007  0.167140E+007
  3557.28        514530.       0.126191E+011   4719.87       0.399883E+007  0.166431E+007
  3588.90        514530.       0.128038E+011   4716.58       0.399270E+007  0.165721E+007
  3620.52        514530.       0.129884E+011   4713.28       0.398631E+007  0.165009E+007
  3652.15        514530.       0.131729E+011   4709.99       0.398006E+007  0.164295E+007
  3683.77        514530.       0.133574E+011   4706.69       0.397381E+007  0.163579E+007
  3715.39        514530.       0.135418E+011   4703.38       0.396761E+007  0.162862E+007
  3747.02        514530.       0.137262E+011   4700.07       0.396131E+007  0.162143E+007
  3778.64        514530.       0.139106E+011   4696.75       0.395506E+007  0.161423E+007
  3810.26        514530.       0.140949E+011   4693.43       0.394882E+007  0.160700E+007
  3841.88        514530.       0.142791E+011   4690.11       0.394257E+007  0.159977E+007
  3873.51        514530.       0.144633E+011   4686.78       0.393633E+007  0.159251E+007
  3905.13        514530.       0.146475E+011   4683.44       0.393009E+007  0.158524E+007
  3936.75        514530.       0.148316E+011   4680.10       0.392384E+007  0.157795E+007
  3968.38        514530.       0.150157E+011   4676.75       0.391760E+007  0.157064E+007
  4000.00        514530.       0.151997E+011   4673.40       0.391243E+007  0.156332E+007
  2766.70        526496.       0.914584E+010   4815.13       0.419671E+007  0.185466E+007
  2798.32        526496.       0.933081E+010   4812.05       0.419101E+007  0.184774E+007
  2829.95        526496.       0.951577E+010   4808.96       0.418531E+007  0.184082E+007
  2861.57        526496.       0.970070E+010   4805.87       0.417961E+007  0.183389E+007
  2893.19        526496.       0.988561E+010   4802.77       0.417389E+007  0.182694E+007
  2924.82        526496.       0.100705E+011   4799.66       0.416819E+007  0.181999E+007
  2956.44        526496.       0.102554E+011   4796.55       0.416245E+007  0.181302E+007
  2988.06        526496.       0.104402E+011   4793.44       0.415671E+007  0.180605E+007
  3019.68        526496.       0.106250E+011   4790.32       0.415097E+007  0.179906E+007
  3051.31        526496.       0.108098E+011   4787.19       0.414493E+007  0.179206E+007
  3082.93        526496.       0.109946E+011   4784.05       0.413947E+007  0.178506E+007
  3114.55        526496.       0.111793E+011   4780.91       0.413371E+007  0.177804E+007
  3146.18        526496.       0.113640E+011   4777.77       0.412794E+007  0.177101E+007
  3177.80        526496.       0.115491E+011   4774.55       0.412173E+007  0.176416E+007
  3209.42        526496.       0.117343E+011   4771.32       0.411541E+007  0.175734E+007
  3241.05        526496.       0.119193E+011   4768.08       0.410910E+007  0.175050E+007
  3272.67        526496.       0.121043E+011   4764.85       0.410280E+007  0.174363E+007
  3304.29        526496.       0.122892E+011   4761.61       0.409651E+007  0.173675E+007
  3335.92        526496.       0.124741E+011   4758.37       0.409022E+007  0.172985E+007
  3367.54        526496.       0.126589E+011   4755.13       0.408393E+007  0.172294E+007
  3399.16        526496.       0.128436E+011   4751.88       0.407766E+007  0.171600E+007
  3430.78        526496.       0.130283E+011   4748.63       0.407139E+007  0.170904E+007
  3462.41        526496.       0.132129E+011   4745.38       0.406498E+007  0.170207E+007
  3494.03        526496.       0.133975E+011   4742.13       0.405886E+007  0.169508E+007
  3525.65        526496.       0.135820E+011   4738.87       0.405276E+007  0.168807E+007
  3557.28        526496.       0.137664E+011   4735.61       0.404635E+007  0.168104E+007
  3588.90        526496.       0.139508E+011   4732.35       0.404010E+007  0.167399E+007
  3620.52        526496.       0.141351E+011   4729.09       0.403385E+007  0.166693E+007
  3652.15        526496.       0.143194E+011   4725.82       0.402761E+007  0.165985E+007
  3683.77        526496.       0.145036E+011   4722.54       0.402136E+007  0.165275E+007
  3715.39        526496.       0.146877E+011   4719.26       0.401513E+007  0.164564E+007
  3747.02        526496.       0.148718E+011   4715.98       0.400890E+007  0.163851E+007
  3778.64        526496.       0.150558E+011   4712.69       0.400266E+007  0.163136E+007
  3810.26        526496.       0.152398E+011   4709.40       0.399560E+007  0.162420E+007
  3841.88        526496.       0.154238E+011   4706.11       0.399020E+007  0.161701E+007
  3873.51        526496.       0.156077E+011   4702.80       0.398397E+007  0.160981E+007
  3905.13        526496.       0.157915E+011   4699.50       0.397775E+007  0.160260E+007
  3936.75        526496.       0.159753E+011   4696.19       0.397152E+007  0.159537E+007
  3968.38        526496.       0.161590E+011   4692.87       0.396529E+007  0.158812E+007
  4000.00        526496.       0.163427E+011   4689.55       0.395933E+007  0.158086E+007
  2766.70        538462.       0.103056E+011   4829.87       0.424215E+007  0.187069E+007
  2798.32        538462.       0.104903E+011   4826.82       0.423648E+007  0.186381E+007
  2829.95        538462.       0.106750E+011   4823.76       0.423081E+007  0.185692E+007
  2861.57        538462.       0.108596E+011   4820.69       0.422513E+007  0.185002E+007
  2893.19        538462.       0.110442E+011   4817.62       0.421944E+007  0.184311E+007
  2924.82        538462.       0.112288E+011   4814.54       0.421369E+007  0.183619E+007
  2956.44        538462.       0.114134E+011   4811.46       0.420805E+007  0.182926E+007
  2988.06        538462.       0.115979E+011   4808.37       0.420234E+007  0.182232E+007
  3019.68        538462.       0.117824E+011   4805.27       0.419663E+007  0.181537E+007
  3051.31        538462.       0.119669E+011   4802.17       0.419090E+007  0.180841E+007
  3082.93        538462.       0.121514E+011   4799.07       0.418518E+007  0.180144E+007
  3114.55        538462.       0.123358E+011   4795.95       0.417944E+007  0.179446E+007
  3146.18        538462.       0.125202E+011   4792.84       0.417370E+007  0.178747E+007
  3177.80        538462.       0.127046E+011   4789.71       0.416795E+007  0.178047E+007
  3209.42        538462.       0.128889E+011   4786.58       0.416220E+007  0.177346E+007
  3241.05        538462.       0.130733E+011   4783.44       0.415640E+007  0.176645E+007
  3272.67        538462.       0.132580E+011   4780.22       0.415019E+007  0.175965E+007
  3304.29        538462.       0.134427E+011   4777.01       0.414381E+007  0.175283E+007
  3335.92        538462.       0.136274E+011   4773.79       0.413752E+007  0.174599E+007
  3367.54        538462.       0.138119E+011   4770.57       0.413125E+007  0.173914E+007
  3399.16        538462.       0.139964E+011   4767.35       0.412497E+007  0.173226E+007
  3430.78        538462.       0.141809E+011   4764.13       0.411871E+007  0.172536E+007
  3462.41        538462.       0.143652E+011   4760.90       0.411245E+007  0.171845E+007
  3494.03        538462.       0.145495E+011   4757.67       0.410619E+007  0.171152E+007
  3525.65        538462.       0.147338E+011   4754.44       0.409994E+007  0.170456E+007
  3557.28        538462.       0.149179E+011   4751.20       0.409370E+007  0.169760E+007
  3588.90        538462.       0.151020E+011   4747.97       0.408746E+007  0.169061E+007
  3620.52        538462.       0.152861E+011   4744.73       0.408122E+007  0.168360E+007
  3652.15        538462.       0.154701E+011   4741.48       0.407498E+007  0.167658E+007
  3683.77        538462.       0.156540E+011   4738.24       0.406875E+007  0.166954E+007
  3715.39        538462.       0.158379E+011   4734.98       0.406253E+007  0.166249E+007
  3747.02        538462.       0.160217E+011   4731.73       0.405639E+007  0.165541E+007
  3778.64        538462.       0.162055E+011   4728.47       0.405008E+007  0.164832E+007
  3810.26        538462.       0.163891E+011   4725.21       0.404382E+007  0.164121E+007
  3841.88        538462.       0.165728E+011   4721.94       0.403765E+007  0.163409E+007
  3873.51        538462.       0.167564E+011   4718.67       0.403143E+007  0.162695E+007
  3905.13        538462.       0.169399E+011   4715.39       0.402522E+007  0.161979E+007
  3936.75        538462.       0.171234E+011   4712.11       0.401900E+007  0.161261E+007
  3968.38        538462.       0.173068E+011   4708.82       0.401300E+007  0.160542E+007
  4000.00        538462.       0.174902E+011   4705.53       0.400657E+007  0.159821E+007
  2766.70        550428.       0.114693E+011   4844.49       0.428749E+007  0.188660E+007
  2798.32        550428.       0.116537E+011   4841.46       0.428185E+007  0.187975E+007
  2829.95        550428.       0.118381E+011   4838.43       0.427620E+007  0.187290E+007
  2861.57        550428.       0.120225E+011   4835.38       0.427054E+007  0.186603E+007
  2893.19        550428.       0.122068E+011   4832.34       0.426488E+007  0.185916E+007
  2924.82        550428.       0.123911E+011   4829.29       0.425921E+007  0.185227E+007
  2956.44        550428.       0.125754E+011   4826.23       0.425353E+007  0.184538E+007
  2988.06        550428.       0.127596E+011   4823.17       0.424785E+007  0.183847E+007
  3019.68        550428.       0.129439E+011   4820.10       0.424216E+007  0.183156E+007
  3051.31        550428.       0.131280E+011   4817.02       0.423647E+007  0.182463E+007
  3082.93        550428.       0.133122E+011   4813.94       0.423077E+007  0.181770E+007
  3114.55        550428.       0.134964E+011   4810.86       0.422506E+007  0.181075E+007
  3146.18        550428.       0.136805E+011   4807.77       0.421909E+007  0.180380E+007
  3177.80        550428.       0.138645E+011   4804.67       0.421362E+007  0.179683E+007
  3209.42        550428.       0.140486E+011   4801.57       0.420790E+007  0.178986E+007
  3241.05        550428.       0.142326E+011   4798.46       0.420216E+007  0.178287E+007
  3272.67        550428.       0.144166E+011   4795.34       0.419642E+007  0.177588E+007
  3304.29        550428.       0.146005E+011   4792.22       0.419067E+007  0.176887E+007
  3335.92        550428.       0.147846E+011   4789.06       0.418467E+007  0.176197E+007
  3367.54        550428.       0.149690E+011   4785.87       0.417840E+007  0.175517E+007
  3399.16        550428.       0.151533E+011   4782.67       0.417213E+007  0.174835E+007
  3430.78        550428.       0.153375E+011   4779.47       0.416587E+007  0.174152E+007
  3462.41        550428.       0.155216E+011   4776.26       0.415961E+007  0.173466E+007
  3494.03        550428.       0.157057E+011   4773.06       0.415282E+007  0.172779E+007
  3525.65        550428.       0.158897E+011   4769.85       0.414712E+007  0.172090E+007
  3557.28        550428.       0.160736E+011   4766.64       0.414088E+007  0.171399E+007
  3588.90        550428.       0.162575E+011   4763.43       0.413465E+007  0.170706E+007
  3620.52        550428.       0.164413E+011   4760.21       0.412838E+007  0.170011E+007
  3652.15        550428.       0.166250E+011   4756.99       0.412219E+007  0.169314E+007
  3683.77        550428.       0.168087E+011   4753.77       0.411597E+007  0.168616E+007
  3715.39        550428.       0.169923E+011   4750.55       0.410975E+007  0.167916E+007
  3747.02        550428.       0.171758E+011   4747.32       0.410354E+007  0.167215E+007
  3778.64        550428.       0.173593E+011   4744.09       0.409733E+007  0.166511E+007
  3810.26        550428.       0.175427E+011   4740.85       0.409111E+007  0.165806E+007
  3841.88        550428.       0.177261E+011   4737.61       0.408492E+007  0.165099E+007
  3873.51        550428.       0.179094E+011   4734.36       0.407871E+007  0.164391E+007
  3905.13        550428.       0.180927E+011   4731.11       0.407251E+007  0.163680E+007
  3936.75        550428.       0.182759E+011   4727.86       0.406631E+007  0.162968E+007
  3968.38        550428.       0.184590E+011   4724.60       0.406012E+007  0.162255E+007
  4000.00        550428.       0.186421E+011   4721.34       0.405392E+007  0.161540E+007
  2766.70        562394.       0.126368E+011   4858.98       0.433272E+007  0.190238E+007
  2798.32        562394.       0.128210E+011   4855.98       0.432710E+007  0.189557E+007
  2829.95        562394.       0.130051E+011   4852.97       0.432148E+007  0.188875E+007
  2861.57        562394.       0.131892E+011   4849.95       0.431585E+007  0.188192E+007
  2893.19        562394.       0.133732E+011   4846.93       0.431021E+007  0.187508E+007
  2924.82        562394.       0.135573E+011   4843.90       0.430456E+007  0.186823E+007
  2956.44        562394.       0.137413E+011   4840.87       0.429898E+007  0.186137E+007
  2988.06        562394.       0.139253E+011   4837.83       0.429325E+007  0.185450E+007
  3019.68        562394.       0.141092E+011   4834.79       0.428738E+007  0.184762E+007
  3051.31        562394.       0.142931E+011   4831.74       0.428192E+007  0.184073E+007
  3082.93        562394.       0.144770E+011   4828.69       0.427625E+007  0.183383E+007
  3114.55        562394.       0.146609E+011   4825.63       0.427056E+007  0.182692E+007
  3146.18        562394.       0.148447E+011   4822.56       0.426487E+007  0.182000E+007
  3177.80        562394.       0.150285E+011   4819.49       0.425918E+007  0.181307E+007
  3209.42        562394.       0.152122E+011   4816.42       0.425348E+007  0.180613E+007
  3241.05        562394.       0.153960E+011   4813.34       0.424777E+007  0.179918E+007
  3272.67        562394.       0.155797E+011   4810.25       0.424205E+007  0.179222E+007
  3304.29        562394.       0.157633E+011   4807.16       0.423633E+007  0.178525E+007
  3335.92        562394.       0.159469E+011   4804.06       0.423061E+007  0.177827E+007
  3367.54        562394.       0.161305E+011   4800.95       0.422532E+007  0.177128E+007
  3399.16        562394.       0.163141E+011   4797.84       0.421913E+007  0.176428E+007
  3430.78        562394.       0.164981E+011   4794.66       0.421301E+007  0.175751E+007
  3462.41        562394.       0.166820E+011   4791.48       0.420662E+007  0.175071E+007
  3494.03        562394.       0.168658E+011   4788.30       0.420037E+007  0.174390E+007
  3525.65        562394.       0.170496E+011   4785.12       0.419414E+007  0.173706E+007
  3557.28        562394.       0.172333E+011   4781.93       0.418790E+007  0.173021E+007
  3588.90        562394.       0.174169E+011   4778.74       0.418167E+007  0.172334E+007
  3620.52        562394.       0.176005E+011   4775.55       0.417545E+007  0.171645E+007
  3652.15        562394.       0.177840E+011   4772.35       0.416923E+007  0.170954E+007
  3683.77        562394.       0.179674E+011   4769.16       0.416302E+007  0.170262E+007
  3715.39        562394.       0.181508E+011   4765.96       0.415681E+007  0.169568E+007
  3747.02        562394.       0.183341E+011   4762.75       0.415061E+007  0.168872E+007
