|6.6.6
primRef_quadrant2_1.tab                                                                             
           2
T(K)    
   2766.6999999999998     
   31.623076923076926     
          40
P(bar)  
   1.0000000000000000     
   11965.794871794871     
          40
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
  3430.78        35898.4      -0.244241E+011   3102.44        791889.        395316.     
  3462.41        35898.4      -0.242291E+011   3095.98        786787.        389379.     
  3494.03        35898.4      -0.240336E+011   3089.46        779008.        383415.     
  3525.65        35898.4      -0.238376E+011   3082.89        772551.        377423.     
  3557.28        35898.4      -0.236412E+011   3076.25        766088.        371404.     
  3588.90        35898.4      -0.234444E+011   3069.56        759615.        365355.     
  3620.52        35898.4      -0.232470E+011   3062.81        753133.        359277.     
  3652.15        35898.4      -0.230491E+011   3055.99        747390.        353169.     
  3683.77        35898.4      -0.228508E+011   3049.11        740135.        347029.     
  3715.39        35898.4      -0.226519E+011   3042.17        733622.        340857.     
  3747.02        35898.4      -0.224524E+011   3035.16        727098.        334653.     
  3778.64        35898.4      -0.222524E+011   3028.08        722793.        328414.     
  3810.26        35898.4      -0.220519E+011   3020.93        714022.        322140.     
  3841.88        35898.4      -0.218507E+011   3013.71        707465.        315830.     
  3873.51        35898.4      -0.216490E+011   3006.42        700906.        309482.     
  3905.13        35898.4      -0.214466E+011   2999.05        694330.        303097.     
  3936.75        35898.4      -0.212436E+011   2991.61        687931.        296671.     
  3968.38        35898.4      -0.210399E+011   2984.09        681148.        290205.     
  4000.00        35898.4      -0.208356E+011   2976.48        674543.        283696.     
  2766.70        47864.2      -0.278154E+011   3274.02       0.100316E+007   540881.     
  2798.32        47864.2      -0.276320E+011   3268.87        997009.        535519.     
  2829.95        47864.2      -0.274484E+011   3263.68        990916.        530142.     
  2861.57        47864.2      -0.272646E+011   3258.46        984787.        524751.     
  2893.19        47864.2      -0.270805E+011   3253.20        978652.        519345.     
  2924.82        47864.2      -0.268963E+011   3247.92        972511.        513924.     
  2956.44        47864.2      -0.267118E+011   3242.60        966364.        508487.     
  2988.06        47864.2      -0.265272E+011   3237.25        960132.        503034.     
  3019.68        47864.2      -0.263422E+011   3231.86        954009.        497566.     
  3051.31        47864.2      -0.261571E+011   3226.44        947887.        492081.     
  3082.93        47864.2      -0.259717E+011   3220.98        941716.        486579.     
  3114.55        47864.2      -0.257861E+011   3215.49        935540.        481060.     
  3146.18        47864.2      -0.256003E+011   3209.96        929355.        475524.     
  3177.80        47864.2      -0.254142E+011   3204.39        923166.        469971.     
  3209.42        47864.2      -0.252278E+011   3198.79        916971.        464399.     
  3241.05        47864.2      -0.250412E+011   3193.15        910410.        458810.     
  3272.67        47864.2      -0.248543E+011   3187.47        904560.        453202.     
  3304.29        47864.2      -0.246671E+011   3181.75        898344.        447574.     
  3335.92        47864.2      -0.244797E+011   3175.99        892124.        441928.     
  3367.54        47864.2      -0.242920E+011   3170.19        885896.        436262.     
  3399.16        47864.2      -0.241040E+011   3164.34        879662.        430575.     
  3430.78        47864.2      -0.239157E+011   3158.46        873421.        424868.     
  3462.41        47864.2      -0.237271E+011   3152.53        867174.        419140.     
  3494.03        47864.2      -0.235382E+011   3146.56        860920.        413390.     
  3525.65        47864.2      -0.233490E+011   3140.54        854659.        407619.     
  3557.28        47864.2      -0.231594E+011   3134.48        848393.        401825.     
  3588.90        47864.2      -0.229695E+011   3128.37        842144.        396008.     
  3620.52        47864.2      -0.227793E+011   3122.21        835839.        390167.     
  3652.15        47864.2      -0.225888E+011   3116.01        829551.        384303.     
  3683.77        47864.2      -0.223979E+011   3109.75        823257.        378414.     
  3715.39        47864.2      -0.222066E+011   3103.45        816209.        372499.     
  3747.02        47864.2      -0.220150E+011   3097.09        810650.        366559.     
  3778.64        47864.2      -0.218229E+011   3090.69        804336.        360592.     
  3810.26        47864.2      -0.216305E+011   3084.23        798011.        354598.     
  3841.88        47864.2      -0.214377E+011   3077.71        790780.        348576.     
  3873.51        47864.2      -0.212445E+011   3071.14        785348.        342526.     
  3905.13        47864.2      -0.210509E+011   3064.52        779008.        336446.     
  3936.75        47864.2      -0.208569E+011   3057.83        772657.        330336.     
  3968.38        47864.2      -0.206624E+011   3051.09        766478.        324195.     
  4000.00        47864.2      -0.204674E+011   3044.29        759939.        318022.     
  2766.70        59830.0      -0.271409E+011   3317.62       0.107939E+007   565688.     
  2798.32        59830.0      -0.269611E+011   3312.76       0.107339E+007   560436.     
  2829.95        59830.0      -0.267811E+011   3307.87       0.106738E+007   555173.     
  2861.57        59830.0      -0.266010E+011   3302.95       0.106137E+007   549896.     
  2893.19        59830.0      -0.264207E+011   3298.01       0.105536E+007   544606.     
  2924.82        59830.0      -0.262403E+011   3293.04       0.104934E+007   539303.     
  2956.44        59830.0      -0.260597E+011   3288.05       0.104332E+007   533987.     
  2988.06        59830.0      -0.258790E+011   3283.02       0.103729E+007   528657.     
  3019.68        59830.0      -0.256980E+011   3277.97       0.103126E+007   523314.     
  3051.31        59830.0      -0.255169E+011   3272.88       0.102523E+007   517956.     
  3082.93        59830.0      -0.253357E+011   3267.77       0.101919E+007   512584.     
  3114.55        59830.0      -0.251543E+011   3262.63       0.101314E+007   507198.     
  3146.18        59830.0      -0.249726E+011   3257.45       0.100709E+007   501797.     
  3177.80        59830.0      -0.247908E+011   3252.25       0.100091E+007   496381.     
  3209.42        59830.0      -0.246089E+011   3247.01        994980.        490949.     
  3241.05        59830.0      -0.244267E+011   3241.75        988903.        485503.     
  3272.67        59830.0      -0.242443E+011   3236.45        982847.        480040.     
  3304.29        59830.0      -0.240618E+011   3231.12        976774.        474562.     
  3335.92        59830.0      -0.238790E+011   3225.75        970697.        469067.     
  3367.54        59830.0      -0.236961E+011   3220.35        964614.        463556.     
  3399.16        59830.0      -0.235129E+011   3214.92        958526.        458027.     
  3430.78        59830.0      -0.233296E+011   3209.45        952613.        452482.     
  3462.41        59830.0      -0.231460E+011   3203.95        946338.        446919.     
  3494.03        59830.0      -0.229622E+011   3198.41        940237.        441338.     
  3525.65        59830.0      -0.227781E+011   3192.83        934081.        435738.     
  3557.28        59830.0      -0.225939E+011   3187.22        928019.        430120.     
  3588.90        59830.0      -0.224094E+011   3181.57        921904.        424484.     
  3620.52        59830.0      -0.222247E+011   3175.88        915784.        418827.     
  3652.15        59830.0      -0.220397E+011   3170.15        909657.        413151.     
  3683.77        59830.0      -0.218545E+011   3164.39        903418.        407455.     
  3715.39        59830.0      -0.216690E+011   3158.58        897394.        401738.     
  3747.02        59830.0      -0.214833E+011   3152.73        891251.        396000.     
  3778.64        59830.0      -0.212973E+011   3146.84        885108.        390241.     
  3810.26        59830.0      -0.211110E+011   3140.91        878955.        384459.     
  3841.88        59830.0      -0.209245E+011   3134.94        872805.        378655.     
  3873.51        59830.0      -0.207376E+011   3128.92        866645.        372828.     
  3905.13        59830.0      -0.205505E+011   3122.85        860519.        366977.     
  3936.75        59830.0      -0.203631E+011   3116.74        854311.        361103.     
  3968.38        59830.0      -0.201754E+011   3110.59        848140.        355203.     
  4000.00        59830.0      -0.199874E+011   3104.39        841959.        349278.     
  2766.70        71795.8      -0.264329E+011   3359.57       0.115779E+007   591880.     
  2798.32        71795.8      -0.262559E+011   3354.96       0.115185E+007   586717.     
  2829.95        71795.8      -0.260788E+011   3350.31       0.114591E+007   581544.     
  2861.57        71795.8      -0.259016E+011   3345.65       0.113991E+007   576359.     
  2893.19        71795.8      -0.257243E+011   3340.96       0.113402E+007   571163.     
  2924.82        71795.8      -0.255469E+011   3336.25       0.112807E+007   565955.     
  2956.44        71795.8      -0.253693E+011   3331.51       0.112212E+007   560735.     
  2988.06        71795.8      -0.251917E+011   3326.75       0.111616E+007   555504.     
  3019.68        71795.8      -0.250139E+011   3321.97       0.111020E+007   550260.     
  3051.31        71795.8      -0.248360E+011   3317.16       0.110424E+007   545005.     
  3082.93        71795.8      -0.246579E+011   3312.32       0.109827E+007   539736.     
  3114.55        71795.8      -0.244682E+011   3306.42       0.108893E+007   532037.     
  3146.18        71795.8      -0.242901E+011   3301.54       0.108298E+007   526747.     
  3177.80        71795.8      -0.241118E+011   3296.64       0.107705E+007   521444.     
  3209.42        71795.8      -0.239334E+011   3291.71       0.107110E+007   516128.     
  3241.05        71795.8      -0.237548E+011   3286.75       0.106520E+007   510799.     
  3272.67        71795.8      -0.235761E+011   3281.77       0.105998E+007   505456.     
  3304.29        71795.8      -0.233973E+011   3276.76       0.105324E+007   500099.     
  3335.92        71795.8      -0.232183E+011   3271.72       0.104728E+007   494727.     
  3367.54        71795.8      -0.230392E+011   3266.65       0.104132E+007   489342.     
  3399.16        71795.8      -0.228600E+011   3261.55       0.103535E+007   483942.     
  3430.78        71795.8      -0.226805E+011   3256.43       0.102938E+007   478527.     
  3462.41        71795.8      -0.225010E+011   3251.27       0.102341E+007   473097.     
  3494.03        71795.8      -0.223212E+011   3246.09       0.101743E+007   467652.     
  3525.65        71795.8      -0.221414E+011   3240.87       0.101141E+007   462191.     
  3557.28        71795.8      -0.219613E+011   3235.63       0.100553E+007   456714.     
  3588.90        71795.8      -0.217811E+011   3230.35        999479.        451221.     
  3620.52        71795.8      -0.216007E+011   3225.04        993488.        445712.     
  3652.15        71795.8      -0.214201E+011   3219.70        987496.        440186.     
  3683.77        71795.8      -0.212394E+011   3214.32        981495.        434642.     
  3715.39        71795.8      -0.210585E+011   3208.92        975496.        429081.     
  3747.02        71795.8      -0.208774E+011   3203.47        969492.        423503.     
  3778.64        71795.8      -0.206961E+011   3198.00        963274.        417906.     
  3810.26        71795.8      -0.205146E+011   3192.49        957471.        412291.     
  3841.88        71795.8      -0.203329E+011   3186.94        951457.        406656.     
  3873.51        71795.8      -0.201511E+011   3181.36        944643.        401003.     
  3905.13        71795.8      -0.199690E+011   3175.74        939416.        395330.     
  3936.75        71795.8      -0.197867E+011   3170.09        933389.        389636.     
  3968.38        71795.8      -0.196042E+011   3164.40        927365.        383923.     
  4000.00        71795.8      -0.194215E+011   3158.67        921334.        378188.     
  2766.70        83761.6      -0.256711E+011   3397.89       0.123110E+007   615002.     
  2798.32        83761.6      -0.254967E+011   3393.49       0.122525E+007   609923.     
  2829.95        83761.6      -0.253221E+011   3389.07       0.121939E+007   604834.     
  2861.57        83761.6      -0.251475E+011   3384.63       0.121354E+007   599735.     
  2893.19        83761.6      -0.249728E+011   3380.17       0.120767E+007   594626.     
  2924.82        83761.6      -0.247980E+011   3375.68       0.120182E+007   589507.     
  2956.44        83761.6      -0.246232E+011   3371.18       0.119596E+007   584377.     
  2988.06        83761.6      -0.244482E+011   3366.66       0.119009E+007   579237.     
  3019.68        83761.6      -0.242732E+011   3362.11       0.118422E+007   574086.     
  3051.31        83761.6      -0.240981E+011   3357.55       0.117843E+007   568924.     
  3082.93        83761.6      -0.239229E+011   3352.96       0.117248E+007   563751.     
  3114.55        83761.6      -0.237476E+011   3348.35       0.116661E+007   558567.     
  3146.18        83761.6      -0.235722E+011   3343.71       0.116073E+007   553372.     
  3177.80        83761.6      -0.233967E+011   3339.06       0.115485E+007   548165.     
  3209.42        83761.6      -0.232211E+011   3334.38       0.114964E+007   542947.     
  3241.05        83761.6      -0.230454E+011   3329.68       0.114308E+007   537717.     
  3272.67        83761.6      -0.228697E+011   3324.95       0.113719E+007   532474.     
  3304.29        83761.6      -0.226938E+011   3320.20       0.113130E+007   527220.     
  3335.92        83761.6      -0.225178E+011   3315.43       0.112541E+007   521954.     
  3367.54        83761.6      -0.223417E+011   3310.63       0.111955E+007   516675.     
  3399.16        83761.6      -0.221555E+011   3304.95       0.111046E+007   508573.     
  3430.78        83761.6      -0.219793E+011   3300.11       0.110460E+007   503265.     
  3462.41        83761.6      -0.218030E+011   3295.25       0.109873E+007   497944.     
  3494.03        83761.6      -0.216266E+011   3290.36       0.109285E+007   492610.     
  3525.65        83761.6      -0.214501E+011   3285.44       0.108698E+007   487262.     
  3557.28        83761.6      -0.212735E+011   3280.50       0.108116E+007   481900.     
  3588.90        83761.6      -0.210967E+011   3275.53       0.107522E+007   476524.     
  3620.52        83761.6      -0.209199E+011   3270.54       0.106933E+007   471133.     
  3652.15        83761.6      -0.207429E+011   3265.52       0.106347E+007   465728.     
  3683.77        83761.6      -0.205658E+011   3260.47       0.105756E+007   460308.     
  3715.39        83761.6      -0.203885E+011   3255.39       0.105167E+007   454872.     
  3747.02        83761.6      -0.202112E+011   3250.28       0.104578E+007   449421.     
  3778.64        83761.6      -0.200337E+011   3245.15       0.104144E+007   443954.     
  3810.26        83761.6      -0.198560E+011   3239.99       0.103398E+007   438471.     
  3841.88        83761.6      -0.196782E+011   3234.79       0.102808E+007   432971.     
  3873.51        83761.6      -0.195003E+011   3229.57       0.102218E+007   427455.     
  3905.13        83761.6      -0.193223E+011   3224.31       0.101628E+007   421921.     
  3936.75        83761.6      -0.191441E+011   3219.03       0.101037E+007   416371.     
  3968.38        83761.6      -0.189657E+011   3213.71       0.100446E+007   410802.     
  4000.00        83761.6      -0.187872E+011   3208.36        998548.        405215.     
  2766.70        95727.4      -0.248745E+011   3434.15       0.130319E+007   637343.     
  2798.32        95727.4      -0.247022E+011   3429.95       0.129741E+007   632337.     
  2829.95        95727.4      -0.245298E+011   3425.72       0.129163E+007   627322.     
  2861.57        95727.4      -0.243574E+011   3421.47       0.128585E+007   622298.     
  2893.19        95727.4      -0.241850E+011   3417.21       0.128007E+007   617265.     
  2924.82        95727.4      -0.240124E+011   3412.93       0.127428E+007   612223.     
  2956.44        95727.4      -0.238399E+011   3408.63       0.126851E+007   607171.     
  2988.06        95727.4      -0.236672E+011   3404.31       0.126272E+007   602110.     
  3019.68        95727.4      -0.234945E+011   3399.98       0.125693E+007   597039.     
  3051.31        95727.4      -0.233218E+011   3395.62       0.125114E+007   591959.     
  3082.93        95727.4      -0.231489E+011   3391.24       0.124535E+007   586868.     
  3114.55        95727.4      -0.229761E+011   3386.85       0.123955E+007   581768.     
  3146.18        95727.4      -0.228031E+011   3382.44       0.123376E+007   576658.     
  3177.80        95727.4      -0.226301E+011   3378.00       0.122796E+007   571537.     
  3209.42        95727.4      -0.224570E+011   3373.55       0.122216E+007   566407.     
  3241.05        95727.4      -0.222839E+011   3369.07       0.121636E+007   561265.     
  3272.67        95727.4      -0.221106E+011   3364.58       0.121056E+007   556113.     
  3304.29        95727.4      -0.219374E+011   3360.06       0.120475E+007   550951.     
  3335.92        95727.4      -0.217640E+011   3355.52       0.119895E+007   545777.     
  3367.54        95727.4      -0.215906E+011   3350.97       0.119314E+007   540592.     
  3399.16        95727.4      -0.214171E+011   3346.39       0.118733E+007   535396.     
  3430.78        95727.4      -0.212435E+011   3341.78       0.118152E+007   530189.     
  3462.41        95727.4      -0.210698E+011   3337.16       0.117571E+007   524970.     
  3494.03        95727.4      -0.208961E+011   3332.52       0.116989E+007   519740.     
  3525.65        95727.4      -0.207223E+011   3327.85       0.116407E+007   514497.     
  3557.28        95727.4      -0.205484E+011   3323.16       0.115826E+007   509243.     
  3588.90        95727.4      -0.203744E+011   3318.44       0.115244E+007   503976.     
  3620.52        95727.4      -0.201912E+011   3313.00       0.114360E+007   495314.     
  3652.15        95727.4      -0.200172E+011   3308.25       0.113780E+007   490006.     
  3683.77        95727.4      -0.198431E+011   3303.47       0.113201E+007   484686.     
  3715.39        95727.4      -0.196689E+011   3298.67       0.112621E+007   479351.     
  3747.02        95727.4      -0.194946E+011   3293.85       0.112041E+007   474002.     
  3778.64        95727.4      -0.193202E+011   3289.00       0.111461E+007   468639.     
  3810.26        95727.4      -0.191457E+011   3284.13       0.110881E+007   463261.     
  3841.88        95727.4      -0.189711E+011   3279.23       0.110301E+007   457868.     
  3873.51        95727.4      -0.187964E+011   3274.30       0.109720E+007   452460.     
  3905.13        95727.4      -0.186217E+011   3269.35       0.109139E+007   447037.     
  3936.75        95727.4      -0.184468E+011   3264.38       0.108559E+007   441597.     
  3968.38        95727.4      -0.182718E+011   3259.37       0.107978E+007   436142.     
  4000.00        95727.4      -0.180967E+011   3254.34       0.107396E+007   430669.     
  2766.70        107693.      -0.242547E+011   3483.59       0.121678E+007   551556.     
  2798.32        107693.      -0.241022E+011   3480.96       0.120845E+007   547655.     
  2829.95        107693.      -0.237062E+011   3460.54       0.136277E+007   649106.     
  2861.57        107693.      -0.235357E+011   3456.46       0.135705E+007   644149.     
  2893.19        107693.      -0.233652E+011   3452.38       0.135134E+007   639183.     
  2924.82        107693.      -0.231946E+011   3448.27       0.134563E+007   634208.     
  2956.44        107693.      -0.230240E+011   3444.15       0.134033E+007   629225.     
  2988.06        107693.      -0.228533E+011   3440.01       0.133420E+007   624234.     
  3019.68        107693.      -0.226826E+011   3435.86       0.132848E+007   619233.     
  3051.31        107693.      -0.225119E+011   3431.69       0.132276E+007   614224.     
  3082.93        107693.      -0.223411E+011   3427.50       0.131704E+007   609206.     
  3114.55        107693.      -0.221702E+011   3423.30       0.131131E+007   604179.     
  3146.18        107693.      -0.219994E+011   3419.07       0.130559E+007   599144.     
  3177.80        107693.      -0.218285E+011   3414.83       0.129987E+007   594098.     
  3209.42        107693.      -0.216575E+011   3410.57       0.129418E+007   589044.     
  3241.05        107693.      -0.214865E+011   3406.30       0.128841E+007   583980.     
  3272.67        107693.      -0.213155E+011   3402.00       0.128268E+007   578907.     
  3304.29        107693.      -0.211444E+011   3397.69       0.127665E+007   573824.     
  3335.92        107693.      -0.209732E+011   3393.36       0.127196E+007   568731.     
  3367.54        107693.      -0.208021E+011   3389.01       0.126549E+007   563628.     
  3399.16        107693.      -0.206308E+011   3384.64       0.125974E+007   558515.     
  3430.78        107693.      -0.204596E+011   3380.25       0.125402E+007   553392.     
  3462.41        107693.      -0.202882E+011   3375.85       0.124828E+007   548259.     
  3494.03        107693.      -0.201168E+011   3371.42       0.124254E+007   543116.     
  3525.65        107693.      -0.199454E+011   3366.97       0.123680E+007   537961.     
  3557.28        107693.      -0.197739E+011   3362.51       0.123106E+007   532796.     
  3588.90        107693.      -0.196024E+011   3358.02       0.122532E+007   527620.     
