|6.6.6
primRef_1.tab
           2
T(K)    
   300.00000000000000     
   31.623076923076923     
          118
P(bar)  
   1.0000000000000000     
   11965.794871794871     
          118
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
2.735070000000000164e+03 6.940180000000000000e+05 2.553100000000000000e+10 5.013720000000000255e+03 4.829330000000000000e+06 2.075370000000000000e+06
2.766699999999999818e+03 6.940180000000000000e+05 2.571290000000000000e+10 5.010949999999999818e+03 4.823940000000000000e+06 2.068890000000000000e+06
2.766699999999999818e+03 6.940180000000000000e+05 2.571290000000000000e+10 5.010949999999999818e+03 4.823940000000000000e+06 2.068890000000000000e+06
2.798320000000000164e+03 6.940180000000000000e+05 2.589470000000000000e+10 5.008180000000000291e+03 4.818540000000000000e+06 2.062390000000000000e+06
2.829949999999999818e+03 6.940180000000000000e+05 2.607650000000000000e+10 5.005409999999999854e+03 4.813140000000000000e+06 2.055890000000000000e+06
2.861570000000000164e+03 6.940180000000000000e+05 2.625820000000000000e+10 5.002630000000000109e+03 4.807720000000000000e+06 2.049380000000000000e+06
2.893190000000000055e+03 6.940180000000000000e+05 2.643990000000000000e+10 4.999850000000000364e+03 4.802330000000000000e+06 2.042860000000000000e+06
2.924820000000000164e+03 6.940180000000000000e+05 2.662160000000000000e+10 4.997069999999999709e+03 4.796910000000000000e+06 2.036340000000000000e+06
2.956440000000000055e+03 6.940180000000000000e+05 2.680330000000000000e+10 4.994279999999999745e+03 4.791490000000000000e+06 2.029810000000000000e+06
2.988059999999999945e+03 6.940180000000000000e+05 2.698490000000000000e+10 4.991479999999999563e+03 4.786070000000000000e+06 2.023270000000000000e+06
3.019679999999999836e+03 6.940180000000000000e+05 2.716650000000000000e+10 4.988680000000000291e+03 4.780640000000000000e+06 2.016720000000000000e+06
3.051309999999999945e+03 6.940180000000000000e+05 2.734800000000000000e+10 4.985880000000000109e+03 4.775200000000000000e+06 2.010160000000000000e+06
3.082929999999999836e+03 6.940180000000000000e+05 2.752950000000000000e+10 4.983069999999999709e+03 4.769760000000000000e+06 2.003600000000000000e+06
3.114550000000000182e+03 6.940180000000000000e+05 2.771090000000000000e+10 4.980260000000000218e+03 4.764320000000000000e+06 1.997030000000000000e+06
3.146179999999999836e+03 6.940180000000000000e+05 2.789230000000000000e+10 4.977449999999999818e+03 4.758930000000000000e+06 1.990450000000000000e+06
3.177800000000000182e+03 6.940180000000000000e+05 2.807370000000000000e+10 4.974630000000000109e+03 4.753420000000000000e+06 1.983860000000000000e+06
3.209420000000000073e+03 6.940180000000000000e+05 2.825500000000000000e+10 4.971800000000000182e+03 4.747960000000000000e+06 1.977260000000000000e+06
3.241050000000000182e+03 6.940180000000000000e+05 2.843630000000000000e+10 4.968979999999999563e+03 4.742500000000000000e+06 1.970660000000000000e+06
3.272670000000000073e+03 6.940180000000000000e+05 2.861750000000000000e+10 4.966140000000000327e+03 4.737030000000000000e+06 1.964050000000000000e+06
3.304289999999999964e+03 6.940180000000000000e+05 2.879870000000000000e+10 4.963310000000000400e+03 4.731550000000000000e+06 1.957430000000000000e+06
3.335920000000000073e+03 6.940180000000000000e+05 2.897980000000000000e+10 4.960470000000000255e+03 4.726080000000000000e+06 1.950800000000000000e+06
3.367539999999999964e+03 6.940180000000000000e+05 2.916090000000000000e+10 4.957619999999999891e+03 4.720590000000000000e+06 1.944160000000000000e+06
3.399159999999999854e+03 6.940180000000000000e+05 2.934200000000000000e+10 4.954770000000000437e+03 4.715110000000000000e+06 1.937520000000000000e+06
3.430780000000000200e+03 6.940180000000000000e+05 2.952300000000000000e+10 4.951920000000000073e+03 4.709620000000000000e+06 1.930870000000000000e+06
3.462409999999999854e+03 6.940180000000000000e+05 2.970390000000000000e+10 4.949060000000000400e+03 4.704120000000000000e+06 1.924210000000000000e+06
3.494030000000000200e+03 6.940180000000000000e+05 2.988480000000000000e+10 4.946189999999999600e+03 4.698620000000000000e+06 1.917540000000000000e+06
3.525650000000000091e+03 6.940180000000000000e+05 3.006560000000000000e+10 4.943329999999999927e+03 4.693110000000000000e+06 1.910870000000000000e+06
3.557280000000000200e+03 6.940180000000000000e+05 3.024640000000000000e+10 4.940460000000000036e+03 4.687600000000000000e+06 1.904180000000000000e+06
3.588900000000000091e+03 6.940180000000000000e+05 3.042720000000000000e+10 4.937579999999999927e+03 4.682080000000000000e+06 1.897490000000000000e+06
3.620519999999999982e+03 6.940180000000000000e+05 3.060790000000000000e+10 4.934699999999999818e+03 4.676560000000000000e+06 1.890790000000000000e+06
