|6.6.6
primRef_quadrant4_1.tab                                                                             
           2
T(K)    
   1533.3000000000000     
   31.625641025641023     
          40
P(bar)  
   466667.00000000000     
   11965.820512820514     
          40
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
  2576.95        466667.       0.228874E+010   4758.58       0.400257E+007  0.181494E+007
  2608.57        466667.       0.247543E+010   4755.39       0.399678E+007  0.180791E+007
  2640.20        466667.       0.266212E+010   4752.20       0.399099E+007  0.180087E+007
  2671.82        466667.       0.284909E+010   4748.96       0.398492E+007  0.179391E+007
  2703.45        466667.       0.303645E+010   4745.63       0.397847E+007  0.178709E+007
  2735.07        466667.       0.322374E+010   4742.30       0.397208E+007  0.178024E+007
  2766.70        466667.       0.341097E+010   4738.98       0.396560E+007  0.177337E+007
  1533.30        478633.      -0.270766E+010   4874.33       0.423408E+007  0.205577E+007
  1564.93        478633.      -0.252275E+010   4871.39       0.422860E+007  0.204917E+007
  1596.55        478633.      -0.233770E+010   4868.44       0.422310E+007  0.204255E+007
  1628.18        478633.      -0.215252E+010   4865.49       0.421759E+007  0.203592E+007
  1659.80        478633.      -0.196723E+010   4862.53       0.421207E+007  0.202928E+007
  1691.43        478633.      -0.178184E+010   4859.57       0.420654E+007  0.202263E+007
  1723.05        478633.      -0.159634E+010   4856.59       0.420100E+007  0.201596E+007
  1754.68        478633.      -0.141075E+010   4853.61       0.419546E+007  0.200928E+007
  1786.31        478633.      -0.122508E+010   4850.62       0.418990E+007  0.200258E+007
  1817.93        478633.      -0.103933E+010   4847.63       0.418434E+007  0.199587E+007
  1849.56        478633.      -0.853515E+009   4844.63       0.417877E+007  0.198915E+007
  1881.18        478633.      -0.667633E+009   4841.62       0.417318E+007  0.198242E+007
  1912.81        478633.      -0.481693E+009   4838.61       0.416760E+007  0.197568E+007
  1944.43        478633.      -0.295699E+009   4835.59       0.416203E+007  0.196892E+007
  1976.06        478633.      -0.109656E+009   4832.56       0.415640E+007  0.196215E+007
  2007.68        478633.       0.764312E+008   4829.53       0.415078E+007  0.195537E+007
  2039.31        478633.       0.262558E+009   4826.49       0.414516E+007  0.194858E+007
  2070.94        478633.       0.448720E+009   4823.44       0.413953E+007  0.194178E+007
  2102.56        478633.       0.634915E+009   4820.39       0.413389E+007  0.193497E+007
  2134.19        478633.       0.821138E+009   4817.33       0.412825E+007  0.192814E+007
  2165.81        478633.       0.100739E+010   4814.26       0.412260E+007  0.192130E+007
  2197.44        478633.       0.119366E+010   4811.19       0.411694E+007  0.191445E+007
  2229.06        478633.       0.137995E+010   4808.11       0.411127E+007  0.190759E+007
  2260.69        478633.       0.156625E+010   4805.03       0.410559E+007  0.190072E+007
  2292.32        478633.       0.175257E+010   4801.94       0.409991E+007  0.189384E+007
  2323.94        478633.       0.193890E+010   4798.84       0.409422E+007  0.188695E+007
  2355.57        478633.       0.212524E+010   4795.73       0.408852E+007  0.188004E+007
  2387.19        478633.       0.231159E+010   4792.62       0.408282E+007  0.187313E+007
  2418.82        478633.       0.249794E+010   4789.51       0.407711E+007  0.186620E+007
  2450.44        478633.       0.268430E+010   4786.39       0.407139E+007  0.185926E+007
  2482.07        478633.       0.287066E+010   4783.26       0.406566E+007  0.185231E+007
  2513.69        478633.       0.305701E+010   4780.12       0.405992E+007  0.184535E+007
  2545.32        478633.       0.324337E+010   4776.98       0.405418E+007  0.183838E+007
  2576.95        478633.       0.342972E+010   4773.83       0.404843E+007  0.183140E+007
  2608.57        478633.       0.361606E+010   4770.68       0.404267E+007  0.182440E+007
  2640.20        478633.       0.380240E+010   4767.52       0.403691E+007  0.181740E+007
  2671.82        478633.       0.398873E+010   4764.35       0.403114E+007  0.181038E+007
  2703.45        478633.       0.417505E+010   4761.18       0.402536E+007  0.180335E+007
  2735.07        478633.       0.436136E+010   4758.00       0.401957E+007  0.179631E+007
  2766.70        478633.       0.454766E+010   4754.81       0.401377E+007  0.178926E+007
  1533.30        490599.      -0.155203E+010   4888.60       0.427903E+007  0.207100E+007
  1564.93        490599.      -0.136742E+010   4885.69       0.427356E+007  0.206443E+007
  1596.55        490599.      -0.118267E+010   4882.77       0.426809E+007  0.205784E+007
  1628.18        490599.      -0.997802E+009   4879.84       0.426260E+007  0.205125E+007
  1659.80        490599.      -0.812813E+009   4876.90       0.425710E+007  0.204463E+007
  1691.43        490599.      -0.627718E+009   4873.96       0.425160E+007  0.203801E+007
  1723.05        490599.      -0.442524E+009   4871.01       0.424608E+007  0.203137E+007
  1754.68        490599.      -0.257241E+009   4868.05       0.424056E+007  0.202472E+007
  1786.31        490599.      -0.718739E+008   4865.09       0.423503E+007  0.201806E+007
  1817.93        490599.       0.113569E+009   4862.12       0.422949E+007  0.201138E+007
  1849.56        490599.       0.299081E+009   4859.14       0.422394E+007  0.200469E+007
  1881.18        490599.       0.484656E+009   4856.16       0.421838E+007  0.199799E+007
  1912.81        490599.       0.670289E+009   4853.17       0.421282E+007  0.199128E+007
  1944.43        490599.       0.855975E+009   4850.18       0.420724E+007  0.198456E+007
  1976.06        490599.       0.104171E+010   4847.17       0.420166E+007  0.197782E+007
  2007.68        490599.       0.122749E+010   4844.17       0.419607E+007  0.197107E+007
  2039.31        490599.       0.141330E+010   4841.15       0.419047E+007  0.196431E+007
  2070.94        490599.       0.159915E+010   4838.13       0.418487E+007  0.195754E+007
  2102.56        490599.       0.178503E+010   4835.10       0.417926E+007  0.195076E+007
  2134.19        490599.       0.197094E+010   4832.07       0.417363E+007  0.194397E+007
  2165.81        490599.       0.215687E+010   4829.03       0.416801E+007  0.193717E+007
  2197.44        490599.       0.234283E+010   4825.98       0.416237E+007  0.193035E+007
  2229.06        490599.       0.252880E+010   4822.93       0.415673E+007  0.192353E+007
  2260.69        490599.       0.271479E+010   4819.87       0.415108E+007  0.191669E+007
  2292.32        490599.       0.290078E+010   4816.81       0.414542E+007  0.190984E+007
  2323.94        490599.       0.308679E+010   4813.74       0.413976E+007  0.190298E+007
  2355.57        490599.       0.327281E+010   4810.66       0.413408E+007  0.189611E+007
  2387.19        490599.       0.345883E+010   4807.58       0.412840E+007  0.188923E+007
  2418.82        490599.       0.364486E+010   4804.49       0.412272E+007  0.188234E+007
  2450.44        490599.       0.383089E+010   4801.39       0.411702E+007  0.187544E+007
  2482.07        490599.       0.401692E+010   4798.29       0.411132E+007  0.186852E+007
  2513.69        490599.       0.420294E+010   4795.18       0.410561E+007  0.186160E+007
  2545.32        490599.       0.438896E+010   4792.07       0.409990E+007  0.185466E+007
  2576.95        490599.       0.457498E+010   4788.95       0.409418E+007  0.184772E+007
  2608.57        490599.       0.476099E+010   4785.82       0.408841E+007  0.184076E+007
  2640.20        490599.       0.494699E+010   4782.69       0.408271E+007  0.183379E+007
  2671.82        490599.       0.513298E+010   4779.55       0.407696E+007  0.182681E+007
  2703.45        490599.       0.531896E+010   4776.41       0.407121E+007  0.181982E+007
  2735.07        490599.       0.550493E+010   4773.26       0.406545E+007  0.181282E+007
  2766.70        490599.       0.569088E+010   4770.10       0.405969E+007  0.180581E+007
  1533.30        502564.      -0.392613E+009   4902.76       0.432388E+007  0.208613E+007
  1564.93        502564.      -0.208294E+009   4899.87       0.431844E+007  0.207958E+007
  1596.55        502564.      -0.238386E+008   4896.97       0.431298E+007  0.207303E+007
  1628.18        502564.       0.160743E+009   4894.07       0.430752E+007  0.206646E+007
  1659.80        502564.       0.345440E+009   4891.16       0.430204E+007  0.205988E+007
  1691.43        502564.       0.530244E+009   4888.24       0.429656E+007  0.205328E+007
  1723.05        502564.       0.715146E+009   4885.31       0.429107E+007  0.204668E+007
  1754.68        502564.       0.900137E+009   4882.38       0.428557E+007  0.204006E+007
  1786.31        502564.       0.108521E+010   4879.44       0.428006E+007  0.203342E+007
  1817.93        502564.       0.127036E+010   4876.49       0.427454E+007  0.202678E+007
  1849.56        502564.       0.145558E+010   4873.54       0.426901E+007  0.202012E+007
  1881.18        502564.       0.164086E+010   4870.58       0.426348E+007  0.201345E+007
  1912.81        502564.       0.182620E+010   4867.61       0.425793E+007  0.200677E+007
  1944.43        502564.       0.201158E+010   4864.64       0.425238E+007  0.200008E+007
  1976.06        502564.       0.219702E+010   4861.67       0.424682E+007  0.199337E+007
  2007.68        502564.       0.238250E+010   4858.68       0.424126E+007  0.198666E+007
  2039.31        502564.       0.256802E+010   4855.69       0.423568E+007  0.197993E+007
  2070.94        502564.       0.275357E+010   4852.69       0.423010E+007  0.197319E+007
  2102.56        502564.       0.293915E+010   4849.69       0.422451E+007  0.196645E+007
  2134.19        502564.       0.312475E+010   4846.68       0.421891E+007  0.195969E+007
  2165.81        502564.       0.331038E+010   4843.67       0.421331E+007  0.195291E+007
  2197.44        502564.       0.349603E+010   4840.65       0.420770E+007  0.194613E+007
  2229.06        502564.       0.368170E+010   4837.62       0.420208E+007  0.193934E+007
  2260.69        502564.       0.386738E+010   4834.59       0.419645E+007  0.193254E+007
  2292.32        502564.       0.405307E+010   4831.55       0.419082E+007  0.192572E+007
  2323.94        502564.       0.423877E+010   4828.50       0.418518E+007  0.191890E+007
  2355.57        502564.       0.442447E+010   4825.45       0.417955E+007  0.191206E+007
  2387.19        502564.       0.461019E+010   4822.40       0.417388E+007  0.190521E+007
  2418.82        502564.       0.479590E+010   4819.33       0.416822E+007  0.189836E+007
  2450.44        502564.       0.498161E+010   4816.26       0.416255E+007  0.189149E+007
  2482.07        502564.       0.516732E+010   4813.19       0.415687E+007  0.188461E+007
  2513.69        502564.       0.535303E+010   4810.11       0.415119E+007  0.187772E+007
  2545.32        502564.       0.553873E+010   4807.02       0.414550E+007  0.187082E+007
  2576.95        502564.       0.572443E+010   4803.93       0.413980E+007  0.186391E+007
  2608.57        502564.       0.591012E+010   4800.83       0.413410E+007  0.185699E+007
  2640.20        502564.       0.609580E+010   4797.73       0.412839E+007  0.185006E+007
  2671.82        502564.       0.628146E+010   4794.61       0.412267E+007  0.184311E+007
  2703.45        502564.       0.646712E+010   4791.50       0.411690E+007  0.183616E+007
  2735.07        502564.       0.665276E+010   4788.37       0.411121E+007  0.182920E+007
  2766.70        502564.       0.683838E+010   4785.24       0.410546E+007  0.182222E+007
  1533.30        514530.       0.770520E+009   4916.81       0.436865E+007  0.210115E+007
  1564.93        514530.       0.954559E+009   4913.94       0.436322E+007  0.209464E+007
  1596.55        514530.       0.113873E+010   4911.07       0.435779E+007  0.208811E+007
  1628.18        514530.       0.132304E+010   4908.18       0.435234E+007  0.208157E+007
  1659.80        514530.       0.150745E+010   4905.29       0.434689E+007  0.207502E+007
  1691.43        514530.       0.169198E+010   4902.40       0.434143E+007  0.206846E+007
  1723.05        514530.       0.187660E+010   4899.49       0.433595E+007  0.206188E+007
  1754.68        514530.       0.206131E+010   4896.58       0.433047E+007  0.205529E+007
  1786.31        514530.       0.224610E+010   4893.67       0.432499E+007  0.204868E+007
  1817.93        514530.       0.243096E+010   4890.74       0.431949E+007  0.204207E+007
  1849.56        514530.       0.261590E+010   4887.82       0.431398E+007  0.203544E+007
  1881.18        514530.       0.280089E+010   4884.88       0.430847E+007  0.202880E+007
  1912.81        514530.       0.298595E+010   4881.94       0.430295E+007  0.202215E+007
  1944.43        514530.       0.317105E+010   4878.99       0.429742E+007  0.201549E+007
  1976.06        514530.       0.335620E+010   4876.04       0.429189E+007  0.200882E+007
  2007.68        514530.       0.354139E+010   4873.08       0.428634E+007  0.200213E+007
  2039.31        514530.       0.372662E+010   4870.11       0.428079E+007  0.199544E+007
  2070.94        514530.       0.391188E+010   4867.14       0.427523E+007  0.198873E+007
  2102.56        514530.       0.409717E+010   4864.16       0.426966E+007  0.198202E+007
  2134.19        514530.       0.428249E+010   4861.17       0.426409E+007  0.197529E+007
  2165.81        514530.       0.446783E+010   4858.18       0.425852E+007  0.196855E+007
  2197.44        514530.       0.465318E+010   4855.19       0.425292E+007  0.196180E+007
  2229.06        514530.       0.483856E+010   4852.19       0.424733E+007  0.195504E+007
  2260.69        514530.       0.502394E+010   4849.18       0.424172E+007  0.194827E+007
  2292.32        514530.       0.520934E+010   4846.16       0.423612E+007  0.194149E+007
  2323.94        514530.       0.539474E+010   4843.14       0.423050E+007  0.193469E+007
  2355.57        514530.       0.558015E+010   4840.12       0.422488E+007  0.192789E+007
  2387.19        514530.       0.576556E+010   4837.09       0.421927E+007  0.192108E+007
  2418.82        514530.       0.595097E+010   4834.05       0.421361E+007  0.191425E+007
  2450.44        514530.       0.613639E+010   4831.01       0.420797E+007  0.190742E+007
  2482.07        514530.       0.632179E+010   4827.96       0.420231E+007  0.190058E+007
  2513.69        514530.       0.650720E+010   4824.90       0.419666E+007  0.189372E+007
  2545.32        514530.       0.669259E+010   4821.84       0.419099E+007  0.188685E+007
  2576.95        514530.       0.687798E+010   4818.78       0.418532E+007  0.187998E+007
  2608.57        514530.       0.706336E+010   4815.70       0.417964E+007  0.187309E+007
  2640.20        514530.       0.724873E+010   4812.63       0.417396E+007  0.186620E+007
  2671.82        514530.       0.743409E+010   4809.54       0.416826E+007  0.185929E+007
  2703.45        514530.       0.761943E+010   4806.45       0.416257E+007  0.185237E+007
  2735.07        514530.       0.780475E+010   4803.36       0.415686E+007  0.184544E+007
  2766.70        514530.       0.799006E+010   4800.25       0.415134E+007  0.183850E+007
  1533.30        526496.       0.193730E+010   4930.75       0.441332E+007  0.211608E+007
  1564.93        526496.       0.212107E+010   4927.90       0.440791E+007  0.210959E+007
  1596.55        526496.       0.230498E+010   4925.05       0.440250E+007  0.210310E+007
  1628.18        526496.       0.248901E+010   4922.19       0.439708E+007  0.209659E+007
  1659.80        526496.       0.267315E+010   4919.32       0.439164E+007  0.209006E+007
  1691.43        526496.       0.285741E+010   4916.45       0.438620E+007  0.208352E+007
  1723.05        526496.       0.304175E+010   4913.56       0.438075E+007  0.207698E+007
  1754.68        526496.       0.322619E+010   4910.68       0.437529E+007  0.207041E+007
  1786.31        526496.       0.341071E+010   4907.78       0.436982E+007  0.206384E+007
  1817.93        526496.       0.359531E+010   4904.88       0.436435E+007  0.205725E+007
  1849.56        526496.       0.377997E+010   4901.98       0.435886E+007  0.205066E+007
  1881.18        526496.       0.396469E+010   4899.06       0.435337E+007  0.204405E+007
  1912.81        526496.       0.414947E+010   4896.14       0.434787E+007  0.203743E+007
  1944.43        526496.       0.433430E+010   4893.22       0.434237E+007  0.203080E+007
  1976.06        526496.       0.451917E+010   4890.29       0.433681E+007  0.202415E+007
  2007.68        526496.       0.470409E+010   4887.35       0.433133E+007  0.201750E+007
  2039.31        526496.       0.488904E+010   4884.41       0.432580E+007  0.201084E+007
  2070.94        526496.       0.507403E+010   4881.46       0.432026E+007  0.200416E+007
  2102.56        526496.       0.525904E+010   4878.51       0.431472E+007  0.199747E+007
  2134.19        526496.       0.544407E+010   4875.55       0.430917E+007  0.199078E+007
  2165.81        526496.       0.562913E+010   4872.58       0.430361E+007  0.198407E+007
  2197.44        526496.       0.581421E+010   4869.61       0.429804E+007  0.197735E+007
  2229.06        526496.       0.599930E+010   4866.63       0.429247E+007  0.197062E+007
  2260.69        526496.       0.618440E+010   4863.65       0.428689E+007  0.196388E+007
  2292.32        526496.       0.636951E+010   4860.66       0.428131E+007  0.195713E+007
  2323.94        526496.       0.655463E+010   4857.66       0.427571E+007  0.195037E+007
  2355.57        526496.       0.673975E+010   4854.66       0.427011E+007  0.194360E+007
  2387.19        526496.       0.692488E+010   4851.65       0.426451E+007  0.193682E+007
  2418.82        526496.       0.711000E+010   4848.64       0.425889E+007  0.193003E+007
  2450.44        526496.       0.729512E+010   4845.62       0.425327E+007  0.192323E+007
  2482.07        526496.       0.748024E+010   4842.60       0.424765E+007  0.191642E+007
  2513.69        526496.       0.766535E+010   4839.57       0.424201E+007  0.190960E+007
  2545.32        526496.       0.785046E+010   4836.54       0.423637E+007  0.190277E+007
  2576.95        526496.       0.803555E+010   4833.49       0.423073E+007  0.189593E+007
  2608.57        526496.       0.822063E+010   4830.45       0.422507E+007  0.188907E+007
  2640.20        526496.       0.840570E+010   4827.40       0.421941E+007  0.188221E+007
  2671.82        526496.       0.859076E+010   4824.34       0.421375E+007  0.187534E+007
  2703.45        526496.       0.877580E+010   4821.27       0.420807E+007  0.186845E+007
  2735.07        526496.       0.896083E+010   4818.20       0.420239E+007  0.186156E+007
  2766.70        526496.       0.914584E+010   4815.13       0.419671E+007  0.185466E+007
  1533.30        538462.       0.310766E+010   4944.58       0.445790E+007  0.213091E+007
  1564.93        538462.       0.329117E+010   4941.75       0.445252E+007  0.212445E+007
  1596.55        538462.       0.347481E+010   4938.92       0.444712E+007  0.211798E+007
  1628.18        538462.       0.365859E+010   4936.08       0.444172E+007  0.211150E+007
  1659.80        538462.       0.384247E+010   4933.24       0.443631E+007  0.210500E+007
  1691.43        538462.       0.402646E+010   4930.38       0.443088E+007  0.209849E+007
  1723.05        538462.       0.421055E+010   4927.52       0.442543E+007  0.209197E+007
  1754.68        538462.       0.439473E+010   4924.66       0.442002E+007  0.208544E+007
  1786.31        538462.       0.457899E+010   4921.79       0.441457E+007  0.207890E+007
  1817.93        538462.       0.476332E+010   4918.91       0.440911E+007  0.207234E+007
  1849.56        538462.       0.494772E+010   4916.02       0.440365E+007  0.206577E+007
  1881.18        538462.       0.513218E+010   4913.13       0.439818E+007  0.205919E+007
  1912.81        538462.       0.531669E+010   4910.24       0.439270E+007  0.205260E+007
  1944.43        538462.       0.550126E+010   4907.33       0.438721E+007  0.204600E+007
  1976.06        538462.       0.568587E+010   4904.43       0.438172E+007  0.203938E+007
  2007.68        538462.       0.587052E+010   4901.51       0.437622E+007  0.203276E+007
  2039.31        538462.       0.605520E+010   4898.59       0.437071E+007  0.202613E+007
  2070.94        538462.       0.623992E+010   4895.67       0.436520E+007  0.201948E+007
  2102.56        538462.       0.642466E+010   4892.74       0.435967E+007  0.201282E+007
  2134.19        538462.       0.660943E+010   4889.80       0.435414E+007  0.200616E+007
  2165.81        538462.       0.679422E+010   4886.86       0.434861E+007  0.199948E+007
  2197.44        538462.       0.697903E+010   4883.91       0.434307E+007  0.199279E+007
  2229.06        538462.       0.716384E+010   4880.95       0.433752E+007  0.198610E+007
  2260.69        538462.       0.734867E+010   4877.99       0.433196E+007  0.197939E+007
  2292.32        538462.       0.753351E+010   4875.03       0.432640E+007  0.197267E+007
  2323.94        538462.       0.771836E+010   4872.06       0.432083E+007  0.196594E+007
  2355.57        538462.       0.790320E+010   4869.08       0.431525E+007  0.195920E+007
  2387.19        538462.       0.808805E+010   4866.10       0.430967E+007  0.195245E+007
  2418.82        538462.       0.827290E+010   4863.11       0.430408E+007  0.194570E+007
  2450.44        538462.       0.845774E+010   4860.12       0.429839E+007  0.193893E+007
  2482.07        538462.       0.864258E+010   4857.12       0.429288E+007  0.193215E+007
  2513.69        538462.       0.882741E+010   4854.11       0.428727E+007  0.192536E+007
  2545.32        538462.       0.901224E+010   4851.10       0.428165E+007  0.191856E+007
  2576.95        538462.       0.919705E+010   4848.09       0.427603E+007  0.191175E+007
  2608.57        538462.       0.938185E+010   4845.06       0.427040E+007  0.190493E+007
  2640.20        538462.       0.956663E+010   4842.04       0.426476E+007  0.189810E+007
  2671.82        538462.       0.975140E+010   4839.00       0.425912E+007  0.189126E+007
  2703.45        538462.       0.993616E+010   4835.97       0.425347E+007  0.188442E+007
  2735.07        538462.       0.101209E+011   4832.92       0.424776E+007  0.187756E+007
  2766.70        538462.       0.103056E+011   4829.87       0.424215E+007  0.187069E+007
  1533.30        550428.       0.428154E+010   4958.31       0.450240E+007  0.214564E+007
  1564.93        550428.       0.446479E+010   4955.50       0.449704E+007  0.213921E+007
  1596.55        550428.       0.464819E+010   4952.69       0.449166E+007  0.213277E+007
  1628.18        550428.       0.483171E+010   4949.87       0.448628E+007  0.212631E+007
  1659.80        550428.       0.501534E+010   4947.04       0.448088E+007  0.211985E+007
  1691.43        550428.       0.519908E+010   4944.21       0.447548E+007  0.211336E+007
  1723.05        550428.       0.538292E+010   4941.37       0.447007E+007  0.210687E+007
  1754.68        550428.       0.556684E+010   4938.53       0.446465E+007  0.210037E+007
  1786.31        550428.       0.575085E+010   4935.68       0.445922E+007  0.209385E+007
  1817.93        550428.       0.593493E+010   4932.82       0.445379E+007  0.208732E+007
  1849.56        550428.       0.611907E+010   4929.96       0.444834E+007  0.208078E+007
  1881.18        550428.       0.630328E+010   4927.09       0.444289E+007  0.207423E+007
  1912.81        550428.       0.648754E+010   4924.22       0.443744E+007  0.206767E+007
  1944.43        550428.       0.667185E+010   4921.34       0.443197E+007  0.206109E+007
  1976.06        550428.       0.685621E+010   4918.45       0.442650E+007  0.205451E+007
  2007.68        550428.       0.704060E+010   4915.56       0.442102E+007  0.204792E+007
  2039.31        550428.       0.722503E+010   4912.66       0.441553E+007  0.204131E+007
  2070.94        550428.       0.740949E+010   4909.76       0.441004E+007  0.203469E+007
  2102.56        550428.       0.759398E+010   4906.85       0.440453E+007  0.202807E+007
  2134.19        550428.       0.777849E+010   4903.94       0.439903E+007  0.202143E+007
  2165.81        550428.       0.796302E+010   4901.02       0.439351E+007  0.201478E+007
  2197.44        550428.       0.814756E+010   4898.09       0.438799E+007  0.200813E+007
  2229.06        550428.       0.833212E+010   4895.16       0.438246E+007  0.200146E+007
  2260.69        550428.       0.851669E+010   4892.22       0.437693E+007  0.199478E+007
  2292.32        550428.       0.870126E+010   4889.28       0.437139E+007  0.198810E+007
  2323.94        550428.       0.888585E+010   4886.33       0.436590E+007  0.198140E+007
  2355.57        550428.       0.907043E+010   4883.38       0.436028E+007  0.197469E+007
  2387.19        550428.       0.925501E+010   4880.42       0.435472E+007  0.196797E+007
  2418.82        550428.       0.943959E+010   4877.46       0.434915E+007  0.196125E+007
  2450.44        550428.       0.962417E+010   4874.49       0.434358E+007  0.195451E+007
  2482.07        550428.       0.980874E+010   4871.51       0.433801E+007  0.194776E+007
  2513.69        550428.       0.999330E+010   4868.53       0.433241E+007  0.194100E+007
  2545.32        550428.       0.101779E+011   4865.55       0.432682E+007  0.193424E+007
  2576.95        550428.       0.103624E+011   4862.55       0.432122E+007  0.192746E+007
  2608.57        550428.       0.105469E+011   4859.56       0.431562E+007  0.192068E+007
  2640.20        550428.       0.107314E+011   4856.55       0.431000E+007  0.191388E+007
  2671.82        550428.       0.109159E+011   4853.55       0.430438E+007  0.190707E+007
  2703.45        550428.       0.111004E+011   4850.53       0.429876E+007  0.190026E+007
  2735.07        550428.       0.112849E+011   4847.51       0.429313E+007  0.189343E+007
  2766.70        550428.       0.114693E+011   4844.49       0.428749E+007  0.188660E+007
  1533.30        562394.       0.545886E+010   4971.93       0.454681E+007  0.216028E+007
  1564.93        562394.       0.564187E+010   4969.14       0.454147E+007  0.215388E+007
  1596.55        562394.       0.582503E+010   4966.35       0.453611E+007  0.214746E+007
  1628.18        562394.       0.600830E+010   4963.55       0.453075E+007  0.214103E+007
  1659.80        562394.       0.619169E+010   4960.75       0.452537E+007  0.213459E+007
  1691.43        562394.       0.637519E+010   4957.94       0.451999E+007  0.212814E+007
  1723.05        562394.       0.655879E+010   4955.12       0.451460E+007  0.212167E+007
  1754.68        562394.       0.674247E+010   4952.30       0.450920E+007  0.211520E+007
  1786.31        562394.       0.692623E+010   4949.47       0.450379E+007  0.210871E+007
  1817.93        562394.       0.711007E+010   4946.63       0.449837E+007  0.210221E+007
  1849.56        562394.       0.729397E+010   4943.79       0.449295E+007  0.209569E+007
  1881.18        562394.       0.747793E+010   4940.94       0.448752E+007  0.208917E+007
  1912.81        562394.       0.766195E+010   4938.09       0.448208E+007  0.208264E+007
  1944.43        562394.       0.784601E+010   4935.23       0.447664E+007  0.207609E+007
  1976.06        562394.       0.803012E+010   4932.37       0.447118E+007  0.206954E+007
  2007.68        562394.       0.821427E+010   4929.50       0.446572E+007  0.206297E+007
  2039.31        562394.       0.839846E+010   4926.62       0.446026E+007  0.205639E+007
  2070.94        562394.       0.858267E+010   4923.74       0.445478E+007  0.204981E+007
  2102.56        562394.       0.876691E+010   4920.85       0.444930E+007  0.204321E+007
  2134.19        562394.       0.895117E+010   4917.96       0.444382E+007  0.203660E+007
  2165.81        562394.       0.913545E+010   4915.06       0.443832E+007  0.202998E+007
  2197.44        562394.       0.931974E+010   4912.16       0.443281E+007  0.202336E+007
  2229.06        562394.       0.950405E+010   4909.25       0.442731E+007  0.201672E+007
  2260.69        562394.       0.968837E+010   4906.34       0.442180E+007  0.201007E+007
  2292.32        562394.       0.987269E+010   4903.42       0.441630E+007  0.200341E+007
  2323.94        562394.       0.100570E+011   4900.49       0.441075E+007  0.199675E+007
  2355.57        562394.       0.102414E+011   4897.56       0.440522E+007  0.199007E+007
  2387.19        562394.       0.104257E+011   4894.63       0.439968E+007  0.198338E+007
  2418.82        562394.       0.106100E+011   4891.69       0.439414E+007  0.197669E+007
  2450.44        562394.       0.107943E+011   4888.74       0.438858E+007  0.196998E+007
  2482.07        562394.       0.109786E+011   4885.79       0.438303E+007  0.196326E+007
